title,content,rating,version,votecount,votesum,time,page
突然登不进去了,突然登不进去了，显示网络异常？怎么回事啊,1,3.9.6,0,0,2020-06-01T05:21:41-07:00,3
使用感,内容已经足够丰富，在技术方面深耕一下。内容和玩法现阶段感觉很可以，少一些创意多一些技术界面优化。流畅和使用体验提升一下。祝越走越远,3,3.9.6,1,1,2020-05-31T00:09:29-07:00,4
垃圾,管管SQ和侮辱性言论好嘛,1,3.9.6,0,0,2020-05-27T21:46:13-07:00,4
用微信登入不了,用微信登入 显示网络不可用,4,3.9.6,0,0,2020-05-26T05:41:41-07:00,4
很糟糕的app 早已经违背初心,非常垃圾 本来以为学生群体的社交app会比较文明有趣 结果还是充斥着性骚扰撕逼骂战各种令人不适的内容 一年用户无奈卸载 劝大家远离 真的会让人变得越来越暴躁 匿名功能实在是罪恶的温床 非常多余和恶心 总之这个app不值得下载 很后悔在上面花费这么多时间和精力,1,3.9.6,1,1,2020-05-25T00:32:59-07:00,4
挺好的，就是用户不太多,嗯嗯嗯,5,3.9.6,0,0,2020-05-23T00:27:08-07:00,4
❤️,感谢summer让我找到了我的小宝贝,5,3.9.5,0,0,2020-05-20T05:49:16-07:00,4
短信能不能别发了 烦死了,也是醉了,1,3.9.5,0,0,2020-05-19T17:49:09-07:00,4
垃圾人很多,"两面三刀的那种

过滤学渣，不能过滤人渣。

挺无聊的。

里面的人很多套路，现实，套路，勾心斗角尔虞我诈。

没什么可说的，自己用了就知道。

你要跟我说有好人，不好意思，留下来的都是老油条，套路王，一步步把你往坑里带。

就提醒到这。

女生单纯一个人的别玩，上面男的不值得。",1,3.9.5,2,2,2020-05-18T12:25:18-07:00,4
真心点赞,很长时间没有谈恋爱了，但年纪大了其实也没有很想谈恋爱，只是偶尔想要甜甜的感觉！上个学期在学校，课业压力很大，也没有办法没有时间认识本校其他学院或者其他学校的异性。疫情期间长期隔离在家，失去了与外界的联系感以及交流和表达的渴望，感觉整个人都是封闭的，心理状态不好。然后重新下载了summer 以后，虽然是不以恋爱为目的的瞎聊，也有碰到一些很wsn或者双标言论，还是让我感觉好了很多！谢谢你们！！！,5,3.9.5,0,0,2020-05-17T21:05:25-07:00,4
