title,content,rating,version,votecount,votesum,time,page
探探下载不了,探探下载一半，下载地址不了了，怎么办？,1,5.1.4,0,0,2022-03-03T15:43:52-07:00,1
大部分都是机器人,都是机器人玩了这么久开了个会员没一个人说话,1,5.1.4,1,0,2022-03-03T12:26:18-07:00,1
账号无法找回？,我记得我的账号记得我的密码，但是我换手机和号码了。为什么我有账号和密码结果却登陆不了？登陆不了也就算了，那你也要提供一个通道让我找回呀！,1,5.1.4,0,0,2022-03-02T19:38:15-07:00,1
2021年被封杀过后的探探,原来探探是真心不错，但去年还是前年被停三个月后重新回归，就变成高收费割韭菜的app了，关键大多用户都不清楚探探复出，2022年2月又抱着一点希望下回探探，会员开到3.2号已经半个月了，刷了有几千人，匹配了不到10人，在深圳这样的大城市，关键匹配到的不是直播就是麦淫的，懂都懂，别再被人当韭菜割了，已删除不会再下载！！！,1,5.1.4,0,0,2022-03-02T16:59:11-07:00,1
，,很难用，可能是为了收钱的吧，正常的填写资料都审核不通过,1,5.1.4,0,0,2022-03-02T06:00:19-07:00,1
垃圾,什么软件 真无语 动不动就封号 发几个照片配条说说都给我封了 真无语 垃圾东西 又没涉黄又没干嘛,1,5.1.4,0,0,2022-03-02T02:11:32-07:00,1
T,T,1,5.1.4,0,0,2022-03-02T00:02:11-07:00,1
功能是好，就是总乱封号,"如果你因为工作忙圈子小，而找不到属于自己的心动信号，来探探吧。
时下最流行的滑卡交友，左滑代表无感，右滑代表喜欢，用户可以在弹指间快速选出你的心仪之人。如果你喜欢的人恰好也喜欢了你，你们将瞬间匹配开启一场彼
此试探的相遇大冒险。当然，如果没有匹配成功，你也
不必气馁，好看好玩的年轻人都在这儿，总有一款适合你。
来探探，一起探索你的恋爱旅程吧。",1,5.1.4,4,4,2022-03-01T22:34:47-07:00,1
垃圾流氓软件，,垃圾软件一直给发流氓信息,1,5.1.4,0,0,2022-03-01T20:11:06-07:00,1
坑货！,无限让你各种充钱！毫无诚意的app,1,5.1.4,0,0,2022-03-01T17:23:30-07:00,1
没什么卵用,浪费钱的玩意儿,1,5.1.4,0,0,2022-03-01T09:26:32-07:00,1
短信消息,拜托，别再发什么短信了，真的烦死了！,1,5.1.4,0,0,2022-03-01T08:37:17-07:00,1
垃圾软件 赶紧倒闭 充完值就封你号,"easy girl和easy boy真是非常easy和low了
无论男女都像是垃圾堆里找垃圾 🙏🏻做软件能不能做的有点水平？ 垃圾营销 开发商是个孤儿？垃圾软件是靠什么运营到现在的？一堆搞黄色的孤儿。开发商缺钱缺疯了？这种恶俗低俗的垃圾软件赶紧倒闭吧 相关部门好好整治一下吧 再这样下去等待的就是灭亡！",1,5.1.4,0,0,2022-03-01T07:32:30-07:00,1
不愿多说了,，，，,3,5.1.4,0,0,2022-02-28T23:53:03-07:00,1
