title,content,rating,version,votecount,votesum,time,page
垃圾,很垃圾 刚玩5分钟就被封号了,1,4.20.0,0,0,2022-02-28T03:15:12-07:00,2
一个举报就会封号就很烦,soul应该改一改一个举报就会封号这个规则，好多人恶意举报！！！,3,4.20.0,0,0,2022-02-27T22:39:52-07:00,2
用soul1000多天了，这次真的要给差评！,就连“小而美”的微信，恶心如腾讯，都可以照片选择“选中的照片”或者弹选择更多来添加照片，自定义app允许访问的照片了，你们Soul为什么还不支持？还让我自己跑设置添加？？？非让我开所有照片好让我泄密？你们就是这样保障用户隐私？？？？,1,4.19.0,0,0,2022-02-27T11:20:58-07:00,2
无语,虽然我才在这几十天（还没天天上线）遇到的一部分男的真的很恶心上来打招呼出于礼貌回了回了之后就各种黄色咱们就大无语然后去发了个帖说这件事就好多男的都来攻击……而且也有很多给soul做广告啊做的那么好来了才发现……（治治黄色话题吧）,1,4.19.0,0,0,2022-02-27T09:21:35-07:00,2
垃圾软件,垃圾的很，又恶心，骗钱,1,4.19.0,1,0,2022-02-27T07:39:21-07:00,2
不错 真的,真的,5,4.19.0,0,0,2022-02-27T04:24:15-07:00,2
晚上尤其是11点以后如果点匹配会收到非常多的骚扰,11点多以后点匹配大部分打完招呼会说很淫秽的话，引起很强的不适，还有和我吹嘘今晚面基其他小姐姐发骚哪些黄色细节的，实在太恶心就退了,2,4.19.0,0,0,2022-02-26T17:54:17-07:00,2
差评,莫名其妙禁言我，原因也不说，具体是那句话还是哪个字，就说我违规了。2020年注册至今没说过半句脏话。,1,4.19.0,0,0,2022-02-26T08:45:28-07:00,2
问题太多,就想知道为什么  语音匹配举报过的  还能再给我匹配在一起？？？ 而且经常发生     还有为什么女的就有15次  男生只有五次   搞赤裸裸的性别歧视真的好吗？,1,4.19.0,1,0,2022-02-26T03:18:16-07:00,2
为啥我下载还要付款,之前下载过，后来卸载了，现在下载回来就提示要付款,1,4.19.0,1,0,2022-02-26T03:11:46-07:00,2
垃圾软件，体验好差,已卸载,1,4.19.0,1,0,2022-02-26T00:59:39-07:00,2
垃圾软件,真的，社交软件里最垃圾的了。动不动干嘛都收费。啥也不干对方聊天有问题也封号。 史上当之无愧的割韭菜软件。 不应该叫soul 应该叫 嗨 韭菜。,1,4.19.0,1,0,2022-02-26T00:36:43-07:00,2
超完美的软件,来两个多月了就认识一个聊得来的，其实觉得这个软件挺好的，可以不用来社交，可以用来发泄一下自己的小情绪，反正你不认识我我也不认识你，赞,5,4.19.0,2,2,2022-02-25T23:52:46-07:00,2
学次恋爱,不错的软件，无聊的时候还能跟陌生朋友聊聊天，打发时间,5,4.19.0,1,1,2022-02-25T23:51:50-07:00,2
自由的空间,"我对soul的理解就是，怎么自在怎么玩，能交朋友的方式很多，别刻意维持人设，社交软件不就图一乐吗？
之前看soul的短片中，有这样一句话。“现在的年轻人，越来越不喜欢发朋友圈了”，仔细想想我自己也是这样，很久没在朋友圈中分享日常了，一边考虑身边人看到多想，还考虑要不要屏蔽一些人，突如其来的想法被一再删减，最后还不如不发。",5,4.19.0,2,2,2022-02-25T23:35:42-07:00,3
无语,下载两次 都进不去 说是什么我未成年已经实名 无法登陆 你倒是给我一个地方让我换号登陆啊？印象最差的垃圾软件,1,4.19.0,0,0,2022-02-25T06:37:34-07:00,3
请问恶意举报也能被封号吗,我是真的没有违规，为什么还有恶意举报呢？难道说年龄就违规了吗？请赶紧恢复,1,4.19.0,0,0,2022-02-25T05:22:43-07:00,3
恋爱铃,"多给我匹配恋爱铃吧，匹配到的别是学生要上班的
你们这个软件要分类好不好把上班的和上学的学生分开匹配，这样匹配一些都是学生根本没发聊
还有就是为啥近距离的要收费这样不就成为一个用钱买联系方式的软件嘛，希望更改一下三年的用户了",5,4.19.0,0,0,2022-02-25T02:49:27-07:00,3
就这？,不充钱永远匹配不到人,1,4.19.0,1,0,2022-02-24T17:41:42-07:00,3
soul的封号绝绝子,你们长个眼睛就知道封谁了 瞎封 有证据给你们也当看不见666 抖音宣传什么呢 丢人现眼 soul是真的6哥 无语你好久了,1,4.19.0,0,0,2022-02-24T11:39:01-07:00,3
破软件,这个软件真的是害人不浅，让我的未来女朋友心痛心寒！,1,4.19.0,1,0,2022-02-24T02:39:15-07:00,3
